id,name,height,weight,base_experience,order,is_default,location_area_encounters,abilities,types,moves,stats,held_items,cries,forms,game_indices,sprites,species,past_abilities,past_types
58,growlithe,7,190,70,97,True,https://pokeapi.co/api/v2/pokemon/58/encounters,"intimidate, flash-fire, justified",fire,"double-kick, headbutt, body-slam, take-down, thrash","{""hp"": 55, ""attack"": 70, ""defense"": 45, ""special-attack"": 70, ""special-defense"": 50, ""speed"": 60}",rawst-berry,"{""latest"": ""https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/58.ogg"", ""legacy"": ""https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/legacy/58.ogg""}",growlithe,"33, 33, 33, 58, 58, 58, 58, 58, 58, 58, 58, 58, 58, 58, 58, 58, 58, 58, 58, 58",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/58.png,growlithe,"[{""abilities"": [{""ability"": null, ""is_hidden"": true, ""slot"": 3}], ""generation"": {""name"": ""generation-iv"", ""url"": ""https://pokeapi.co/api/v2/generation/4/""}}]",[]
59,arcanine,19,1550,194,98,True,https://pokeapi.co/api/v2/pokemon/59/encounters,"intimidate, flash-fire, justified",fire,"headbutt, body-slam, take-down, double-edge, leer","{""hp"": 90, ""attack"": 110, ""defense"": 80, ""special-attack"": 100, ""special-defense"": 80, ""speed"": 95}",rawst-berry,"{""latest"": ""https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/59.ogg"", ""legacy"": ""https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/legacy/59.ogg""}",arcanine,"20, 20, 20, 59, 59, 59, 59, 59, 59, 59, 59, 59, 59, 59, 59, 59, 59, 59, 59, 59",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/59.png,arcanine,"[{""abilities"": [{""ability"": null, ""is_hidden"": true, ""slot"": 3}], ""generation"": {""name"": ""generation-iv"", ""url"": ""https://pokeapi.co/api/v2/generation/4/""}}]",[]
60,poliwag,6,124,60,99,True,https://pokeapi.co/api/v2/pokemon/60/encounters,"water-absorb, damp, swift-swim",water,"pound, double-slap, headbutt, body-slam, take-down","{""hp"": 40, ""attack"": 50, ""defense"": 40, ""special-attack"": 40, ""special-defense"": 40, ""speed"": 90}",,"{""latest"": ""https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/60.ogg"", ""legacy"": ""https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/legacy/60.ogg""}",poliwag,"71, 71, 71, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/60.png,poliwag,"[{""abilities"": [{""ability"": null, ""is_hidden"": true, ""slot"": 3}], ""generation"": {""name"": ""generation-iv"", ""url"": ""https://pokeapi.co/api/v2/generation/4/""}}]",[]
61,poliwhirl,10,200,135,100,True,https://pokeapi.co/api/v2/pokemon/61/encounters,"water-absorb, damp, swift-swim",water,"pound, double-slap, mega-punch, ice-punch, mega-kick","{""hp"": 65, ""attack"": 65, ""defense"": 65, ""special-attack"": 50, ""special-defense"": 50, ""speed"": 90}",kings-rock,"{""latest"": ""https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/61.ogg"", ""legacy"": ""https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/legacy/61.ogg""}",poliwhirl,"110, 110, 110, 61, 61, 61, 61, 61, 61, 61, 61, 61, 61, 61, 61, 61, 61, 61, 61, 61",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/61.png,poliwhirl,"[{""abilities"": [{""ability"": null, ""is_hidden"": true, ""slot"": 3}], ""generation"": {""name"": ""generation-iv"", ""url"": ""https://pokeapi.co/api/v2/generation/4/""}}]",[]
62,poliwrath,13,540,230,101,True,https://pokeapi.co/api/v2/pokemon/62/encounters,"water-absorb, damp, swift-swim","water, fighting","pound, double-slap, mega-punch, ice-punch, mega-kick","{""hp"": 90, ""attack"": 95, ""defense"": 95, ""special-attack"": 70, ""special-defense"": 90, ""speed"": 70}",kings-rock,"{""latest"": ""https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/62.ogg"", ""legacy"": ""https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/legacy/62.ogg""}",poliwrath,"111, 111, 111, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/62.png,poliwrath,"[{""abilities"": [{""ability"": null, ""is_hidden"": true, ""slot"": 3}], ""generation"": {""name"": ""generation-iv"", ""url"": ""https://pokeapi.co/api/v2/generation/4/""}}]",[]
63,abra,9,195,62,103,True,https://pokeapi.co/api/v2/pokemon/63/encounters,"synchronize, inner-focus, magic-guard",psychic,"mega-punch, fire-punch, ice-punch, thunder-punch, mega-kick","{""hp"": 25, ""attack"": 20, ""defense"": 15, ""special-attack"": 105, ""special-defense"": 55, ""speed"": 90}",twisted-spoon,"{""latest"": ""https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/63.ogg"", ""legacy"": ""https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/legacy/63.ogg""}",abra,"148, 148, 148, 63, 63, 63, 63, 63, 63, 63, 63, 63, 63, 63, 63, 63, 63, 63, 63, 63",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/63.png,abra,"[{""abilities"": [{""ability"": null, ""is_hidden"": true, ""slot"": 3}], ""generation"": {""name"": ""generation-iv"", ""url"": ""https://pokeapi.co/api/v2/generation/4/""}}]",[]
64,kadabra,13,565,140,104,True,https://pokeapi.co/api/v2/pokemon/64/encounters,"synchronize, inner-focus, magic-guard",psychic,"mega-punch, fire-punch, ice-punch, thunder-punch, mega-kick","{""hp"": 40, ""attack"": 35, ""defense"": 30, ""special-attack"": 120, ""special-defense"": 70, ""speed"": 105}",twisted-spoon,"{""latest"": ""https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/64.ogg"", ""legacy"": ""https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/legacy/64.ogg""}",kadabra,"38, 38, 38, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/64.png,kadabra,"[{""abilities"": [{""ability"": null, ""is_hidden"": true, ""slot"": 3}], ""generation"": {""name"": ""generation-iv"", ""url"": ""https://pokeapi.co/api/v2/generation/4/""}}]",[]
65,alakazam,15,480,225,105,True,https://pokeapi.co/api/v2/pokemon/65/encounters,"synchronize, inner-focus, magic-guard",psychic,"mega-punch, fire-punch, ice-punch, thunder-punch, mega-kick","{""hp"": 55, ""attack"": 50, ""defense"": 45, ""special-attack"": 135, ""special-defense"": 95, ""speed"": 120}",twisted-spoon,"{""latest"": ""https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/65.ogg"", ""legacy"": ""https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/legacy/65.ogg""}",alakazam,"149, 149, 149, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/65.png,alakazam,"[{""abilities"": [{""ability"": null, ""is_hidden"": true, ""slot"": 3}], ""generation"": {""name"": ""generation-iv"", ""url"": ""https://pokeapi.co/api/v2/generation/4/""}}]",[]
66,machop,8,195,61,107,True,https://pokeapi.co/api/v2/pokemon/66/encounters,"guts, no-guard, steadfast",fighting,"karate-chop, mega-punch, fire-punch, ice-punch, thunder-punch","{""hp"": 70, ""attack"": 80, ""defense"": 50, ""special-attack"": 35, ""special-defense"": 35, ""speed"": 35}",focus-band,"{""latest"": ""https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/66.ogg"", ""legacy"": ""https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/legacy/66.ogg""}",machop,"106, 106, 106, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/66.png,machop,"[{""abilities"": [{""ability"": null, ""is_hidden"": false, ""slot"": 2}], ""generation"": {""name"": ""generation-iii"", ""url"": ""https://pokeapi.co/api/v2/generation/3/""}}, {""abilities"": [{""ability"": null, ""is_hidden"": true, ""slot"": 3}], ""generation"": {""name"": ""generation-iv"", ""url"": ""https://pokeapi.co/api/v2/generation/4/""}}]",[]
67,machoke,15,705,142,108,True,https://pokeapi.co/api/v2/pokemon/67/encounters,"guts, no-guard, steadfast",fighting,"karate-chop, mega-punch, fire-punch, ice-punch, thunder-punch","{""hp"": 80, ""attack"": 100, ""defense"": 70, ""special-attack"": 50, ""special-defense"": 60, ""speed"": 45}",focus-band,"{""latest"": ""https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/67.ogg"", ""legacy"": ""https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/legacy/67.ogg""}",machoke,"41, 41, 41, 67, 67, 67, 67, 67, 67, 67, 67, 67, 67, 67, 67, 67, 67, 67, 67, 67",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/67.png,machoke,"[{""abilities"": [{""ability"": null, ""is_hidden"": false, ""slot"": 2}], ""generation"": {""name"": ""generation-iii"", ""url"": ""https://pokeapi.co/api/v2/generation/3/""}}, {""abilities"": [{""ability"": null, ""is_hidden"": true, ""slot"": 3}], ""generation"": {""name"": ""generation-iv"", ""url"": ""https://pokeapi.co/api/v2/generation/4/""}}]",[]
68,machamp,16,1300,227,109,True,https://pokeapi.co/api/v2/pokemon/68/encounters,"guts, no-guard, steadfast",fighting,"karate-chop, mega-punch, fire-punch, ice-punch, thunder-punch","{""hp"": 90, ""attack"": 130, ""defense"": 80, ""special-attack"": 65, ""special-defense"": 85, ""speed"": 55}",focus-band,"{""latest"": ""https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/68.ogg"", ""legacy"": ""https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/legacy/68.ogg""}",machamp,"126, 126, 126, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/68.png,machamp,"[{""abilities"": [{""ability"": null, ""is_hidden"": false, ""slot"": 2}], ""generation"": {""name"": ""generation-iii"", ""url"": ""https://pokeapi.co/api/v2/generation/3/""}}, {""abilities"": [{""ability"": null, ""is_hidden"": true, ""slot"": 3}], ""generation"": {""name"": ""generation-iv"", ""url"": ""https://pokeapi.co/api/v2/generation/4/""}}]",[]
69,bellsprout,7,40,60,110,True,https://pokeapi.co/api/v2/pokemon/69/encounters,"chlorophyll, gluttony","grass, poison","swords-dance, cut, bind, slam, vine-whip","{""hp"": 50, ""attack"": 75, ""defense"": 35, ""special-attack"": 70, ""special-defense"": 30, ""speed"": 40}",,"{""latest"": ""https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/69.ogg"", ""legacy"": ""https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/legacy/69.ogg""}",bellsprout,"188, 188, 188, 69, 69, 69, 69, 69, 69, 69, 69, 69, 69, 69, 69, 69, 69, 69, 69, 69",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/69.png,bellsprout,"[{""abilities"": [{""ability"": null, ""is_hidden"": true, ""slot"": 3}], ""generation"": {""name"": ""generation-iv"", ""url"": ""https://pokeapi.co/api/v2/generation/4/""}}]",[]
70,weepinbell,10,64,137,111,True,https://pokeapi.co/api/v2/pokemon/70/encounters,"chlorophyll, gluttony","grass, poison","swords-dance, cut, bind, slam, vine-whip","{""hp"": 65, ""attack"": 90, ""defense"": 50, ""special-attack"": 85, ""special-defense"": 45, ""speed"": 55}",,"{""latest"": ""https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/70.ogg"", ""legacy"": ""https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/legacy/70.ogg""}",weepinbell,"189, 189, 189, 70, 70, 70, 70, 70, 70, 70, 70, 70, 70, 70, 70, 70, 70, 70, 70, 70",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/70.png,weepinbell,"[{""abilities"": [{""ability"": null, ""is_hidden"": true, ""slot"": 3}], ""generation"": {""name"": ""generation-iv"", ""url"": ""https://pokeapi.co/api/v2/generation/4/""}}]",[]
71,victreebel,17,155,221,112,True,https://pokeapi.co/api/v2/pokemon/71/encounters,"chlorophyll, gluttony","grass, poison","swords-dance, cut, bind, slam, vine-whip","{""hp"": 80, ""attack"": 105, ""defense"": 65, ""special-attack"": 100, ""special-defense"": 70, ""speed"": 70}",,"{""latest"": ""https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/71.ogg"", ""legacy"": ""https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/legacy/71.ogg""}",victreebel,"190, 190, 190, 71, 71, 71, 71, 71, 71, 71, 71, 71, 71, 71, 71, 71, 71, 71, 71, 71",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/71.png,victreebel,"[{""abilities"": [{""ability"": null, ""is_hidden"": true, ""slot"": 3}], ""generation"": {""name"": ""generation-iv"", ""url"": ""https://pokeapi.co/api/v2/generation/4/""}}]",[]
72,tentacool,9,455,67,113,True,https://pokeapi.co/api/v2/pokemon/72/encounters,"clear-body, liquid-ooze, rain-dish","water, poison","swords-dance, cut, bind, headbutt, wrap","{""hp"": 40, ""attack"": 40, ""defense"": 35, ""special-attack"": 50, ""special-defense"": 100, ""speed"": 70}",poison-barb,"{""latest"": ""https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/72.ogg"", ""legacy"": ""https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/legacy/72.ogg""}",tentacool,"24, 24, 24, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/72.png,tentacool,"[{""abilities"": [{""ability"": null, ""is_hidden"": true, ""slot"": 3}], ""generation"": {""name"": ""generation-iv"", ""url"": ""https://pokeapi.co/api/v2/generation/4/""}}]",[]
73,tentacruel,16,550,180,114,True,https://pokeapi.co/api/v2/pokemon/73/encounters,"clear-body, liquid-ooze, rain-dish","water, poison","swords-dance, cut, bind, headbutt, wrap","{""hp"": 80, ""attack"": 70, ""defense"": 65, ""special-attack"": 80, ""special-defense"": 120, ""speed"": 100}",poison-barb,"{""latest"": ""https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/73.ogg"", ""legacy"": ""https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/legacy/73.ogg""}",tentacruel,"155, 155, 155, 73, 73, 73, 73, 73, 73, 73, 73, 73, 73, 73, 73, 73, 73, 73, 73, 73",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/73.png,tentacruel,"[{""abilities"": [{""ability"": null, ""is_hidden"": true, ""slot"": 3}], ""generation"": {""name"": ""generation-iv"", ""url"": ""https://pokeapi.co/api/v2/generation/4/""}}]",[]
74,geodude,4,200,60,115,True,https://pokeapi.co/api/v2/pokemon/74/encounters,"rock-head, sturdy, sand-veil","rock, ground","mega-punch, fire-punch, thunder-punch, sand-attack, headbutt","{""hp"": 40, ""attack"": 80, ""defense"": 100, ""special-attack"": 30, ""special-defense"": 30, ""speed"": 20}",everstone,"{""latest"": ""https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/74.ogg"", ""legacy"": ""https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/legacy/74.ogg""}",geodude,"169, 169, 169, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74, 74",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/74.png,geodude,"[{""abilities"": [{""ability"": null, ""is_hidden"": true, ""slot"": 3}], ""generation"": {""name"": ""generation-iv"", ""url"": ""https://pokeapi.co/api/v2/generation/4/""}}]",[]
75,graveler,10,1050,137,117,True,https://pokeapi.co/api/v2/pokemon/75/encounters,"rock-head, sturdy, sand-veil","rock, ground","mega-punch, fire-punch, thunder-punch, sand-attack, headbutt","{""hp"": 55, ""attack"": 95, ""defense"": 115, ""special-attack"": 45, ""special-defense"": 45, ""speed"": 35}","everstone, hard-stone","{""latest"": ""https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/75.ogg"", ""legacy"": ""https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/legacy/75.ogg""}",graveler,"39, 39, 39, 75, 75, 75, 75, 75, 75, 75, 75, 75, 75, 75, 75, 75, 75, 75, 75, 75",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/75.png,graveler,"[{""abilities"": [{""ability"": null, ""is_hidden"": true, ""slot"": 3}], ""generation"": {""name"": ""generation-iv"", ""url"": ""https://pokeapi.co/api/v2/generation/4/""}}]",[]
76,golem,14,3000,223,119,True,https://pokeapi.co/api/v2/pokemon/76/encounters,"rock-head, sturdy, sand-veil","rock, ground","mega-punch, fire-punch, thunder-punch, mega-kick, sand-attack","{""hp"": 80, ""attack"": 120, ""defense"": 130, ""special-attack"": 55, ""special-defense"": 65, ""speed"": 45}","everstone, hard-stone","{""latest"": ""https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/76.ogg"", ""legacy"": ""https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/legacy/76.ogg""}",golem,"49, 49, 49, 76, 76, 76, 76, 76, 76, 76, 76, 76, 76, 76, 76, 76, 76, 76, 76, 76",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/76.png,golem,"[{""abilities"": [{""ability"": null, ""is_hidden"": true, ""slot"": 3}], ""generation"": {""name"": ""generation-iv"", ""url"": ""https://pokeapi.co/api/v2/generation/4/""}}]",[]
77,ponyta,10,300,82,121,True,https://pokeapi.co/api/v2/pokemon/77/encounters,"run-away, flash-fire, flame-body",fire,"stomp, double-kick, headbutt, horn-drill, tackle","{""hp"": 50, ""attack"": 85, ""defense"": 55, ""special-attack"": 65, ""special-defense"": 65, ""speed"": 90}",shuca-berry,"{""latest"": ""https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/77.ogg"", ""legacy"": ""https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/legacy/77.ogg""}",ponyta,"163, 163, 163, 77, 77, 77, 77, 77, 77, 77, 77, 77, 77, 77, 77, 77, 77, 77, 77, 77",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/77.png,ponyta,"[{""abilities"": [{""ability"": null, ""is_hidden"": true, ""slot"": 3}], ""generation"": {""name"": ""generation-iv"", ""url"": ""https://pokeapi.co/api/v2/generation/4/""}}]",[]
78,rapidash,17,950,175,123,True,https://pokeapi.co/api/v2/pokemon/78/encounters,"run-away, flash-fire, flame-body",fire,"pay-day, swords-dance, stomp, double-kick, headbutt","{""hp"": 65, ""attack"": 100, ""defense"": 70, ""special-attack"": 80, ""special-defense"": 80, ""speed"": 105}",shuca-berry,"{""latest"": ""https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/78.ogg"", ""legacy"": ""https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/legacy/78.ogg""}",rapidash,"164, 164, 164, 78, 78, 78, 78, 78, 78, 78, 78, 78, 78, 78, 78, 78, 78, 78, 78, 78",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/78.png,rapidash,"[{""abilities"": [{""ability"": null, ""is_hidden"": true, ""slot"": 3}], ""generation"": {""name"": ""generation-iv"", ""url"": ""https://pokeapi.co/api/v2/generation/4/""}}]",[]
79,slowpoke,12,360,63,125,True,https://pokeapi.co/api/v2/pokemon/79/encounters,"oblivious, own-tempo, regenerator","water, psychic","pay-day, stomp, headbutt, tackle, body-slam","{""hp"": 90, ""attack"": 65, ""defense"": 65, ""special-attack"": 40, ""special-defense"": 40, ""speed"": 15}","kings-rock, lagging-tail","{""latest"": ""https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/79.ogg"", ""legacy"": ""https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/legacy/79.ogg""}",slowpoke,"37, 37, 37, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/79.png,slowpoke,"[{""abilities"": [{""ability"": null, ""is_hidden"": true, ""slot"": 3}], ""generation"": {""name"": ""generation-iv"", ""url"": ""https://pokeapi.co/api/v2/generation/4/""}}]",[]
80,slowbro,16,785,172,127,True,https://pokeapi.co/api/v2/pokemon/80/encounters,"oblivious, own-tempo, regenerator","water, psychic","mega-punch, pay-day, ice-punch, stomp, mega-kick","{""hp"": 95, ""attack"": 75, ""defense"": 110, ""special-attack"": 100, ""special-defense"": 80, ""speed"": 30}",kings-rock,"{""latest"": ""https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/80.ogg"", ""legacy"": ""https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/legacy/80.ogg""}",slowbro,"8, 8, 8, 80, 80, 80, 80, 80, 80, 80, 80, 80, 80, 80, 80, 80, 80, 80, 80, 80",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/80.png,slowbro,"[{""abilities"": [{""ability"": null, ""is_hidden"": true, ""slot"": 3}], ""generation"": {""name"": ""generation-iv"", ""url"": ""https://pokeapi.co/api/v2/generation/4/""}}]",[]
81,magnemite,3,60,65,132,True,https://pokeapi.co/api/v2/pokemon/81/encounters,"magnet-pull, sturdy, analytic","electric, steel","headbutt, tackle, take-down, double-edge, supersonic","{""hp"": 25, ""attack"": 35, ""defense"": 70, ""special-attack"": 95, ""special-defense"": 55, ""speed"": 45}",metal-coat,"{""latest"": ""https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/81.ogg"", ""legacy"": ""https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/legacy/81.ogg""}",magnemite,"173, 173, 173, 81, 81, 81, 81, 81, 81, 81, 81, 81, 81, 81, 81, 81, 81, 81, 81, 81",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/81.png,magnemite,"[{""abilities"": [{""ability"": null, ""is_hidden"": true, ""slot"": 3}], ""generation"": {""name"": ""generation-iv"", ""url"": ""https://pokeapi.co/api/v2/generation/4/""}}]","[{""generation"": {""name"": ""generation-i"", ""url"": ""https://pokeapi.co/api/v2/generation/1/""}, ""types"": [{""slot"": 1, ""type"": {""name"": ""electric"", ""url"": ""https://pokeapi.co/api/v2/type/13/""}}]}]"
82,magneton,10,600,163,133,True,https://pokeapi.co/api/v2/pokemon/82/encounters,"magnet-pull, sturdy, analytic","electric, steel","headbutt, tackle, take-down, double-edge, supersonic","{""hp"": 50, ""attack"": 60, ""defense"": 95, ""special-attack"": 120, ""special-defense"": 70, ""speed"": 70}","metal-coat, magnet","{""latest"": ""https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/82.ogg"", ""legacy"": ""https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/legacy/82.ogg""}",magneton,"54, 54, 54, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/82.png,magneton,"[{""abilities"": [{""ability"": null, ""is_hidden"": true, ""slot"": 3}], ""generation"": {""name"": ""generation-iv"", ""url"": ""https://pokeapi.co/api/v2/generation/4/""}}]","[{""generation"": {""name"": ""generation-i"", ""url"": ""https://pokeapi.co/api/v2/generation/1/""}, ""types"": [{""slot"": 1, ""type"": {""name"": ""electric"", ""url"": ""https://pokeapi.co/api/v2/type/13/""}}]}]"
83,farfetchd,8,150,132,135,True,https://pokeapi.co/api/v2/pokemon/83/encounters,"keen-eye, inner-focus, defiant","normal, flying","razor-wind, swords-dance, cut, gust, whirlwind","{""hp"": 52, ""attack"": 90, ""defense"": 55, ""special-attack"": 58, ""special-defense"": 62, ""speed"": 60}",stick,"{""latest"": ""https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/83.ogg"", ""legacy"": ""https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/legacy/83.ogg""}",farfetchd,"64, 64, 64, 83, 83, 83, 83, 83, 83, 83, 83, 83, 83, 83, 83, 83, 83, 83, 83, 83",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/83.png,farfetchd,"[{""abilities"": [{""ability"": null, ""is_hidden"": true, ""slot"": 3}], ""generation"": {""name"": ""generation-iv"", ""url"": ""https://pokeapi.co/api/v2/generation/4/""}}]",[]
84,doduo,14,392,62,137,True,https://pokeapi.co/api/v2/pokemon/84/encounters,"run-away, early-bird, tangled-feet","normal, flying","swords-dance, wing-attack, whirlwind, fly, jump-kick","{""hp"": 35, ""attack"": 85, ""defense"": 45, ""special-attack"": 35, ""special-defense"": 35, ""speed"": 75}",sharp-beak,"{""latest"": ""https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/84.ogg"", ""legacy"": ""https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/legacy/84.ogg""}",doduo,"70, 70, 70, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/84.png,doduo,"[{""abilities"": [{""ability"": null, ""is_hidden"": true, ""slot"": 3}], ""generation"": {""name"": ""generation-iv"", ""url"": ""https://pokeapi.co/api/v2/generation/4/""}}]",[]
85,dodrio,18,852,165,138,True,https://pokeapi.co/api/v2/pokemon/85/encounters,"run-away, early-bird, tangled-feet","normal, flying","swords-dance, wing-attack, whirlwind, fly, jump-kick","{""hp"": 60, ""attack"": 110, ""defense"": 70, ""special-attack"": 60, ""special-defense"": 60, ""speed"": 110}",sharp-beak,"{""latest"": ""https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/85.ogg"", ""legacy"": ""https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/legacy/85.ogg""}",dodrio,"116, 116, 116, 85, 85, 85, 85, 85, 85, 85, 85, 85, 85, 85, 85, 85, 85, 85, 85, 85",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/85.png,dodrio,"[{""abilities"": [{""ability"": null, ""is_hidden"": true, ""slot"": 3}], ""generation"": {""name"": ""generation-iv"", ""url"": ""https://pokeapi.co/api/v2/generation/4/""}}]",[]
